,index,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
109,109,"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,7.7,6.0,9.7,6.0 - 9.7,7.2-8.7,
110,110,"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,5.8,4.2,7.9,4.2 - 7.9,4.9-7.1,
111,111,"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.5,7.3,12.1,7.3 - 12.1,8.8-10.0,
112,112,"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,12.4,9.2,16.1,9.2 - 16.1,10.1-19.1,
113,113,"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,8.7,7.5,10.1,7.5 - 10.1,7.2-8.7,
114,114,"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,12.7,11.3,14.2,11.3 - 14.2,10.1-19.1,
115,115,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.0,7.2,11.2,7.2 - 11.2,8.8-10.0,
116,116,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.5,8.2,10.9,8.2 - 10.9,8.8-10.0,
117,117,"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,6.8,4.8,9.3,4.8 - 9.3,4.9-7.1,
118,118,"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,7.9,5.9,10.2,5.9 - 10.2,7.2-8.7,
119,119,"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.2,7.1,11.7,7.1 - 11.7,8.8-10.0,
120,120,"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,6.8,5.0,8.9,5.0 - 8.9,4.9-7.1,
121,121,"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,6.7,5.3,8.3,5.3 - 8.3,4.9-7.1,
122,122,"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,7.1,5.4,9.2,5.4 - 9.2,4.9-7.1,
123,123,"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.3,7.7,11.0,7.7 - 11.0,8.8-10.0,
124,124,"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,10.1,8.0,12.5,8.0 - 12.5,10.1-19.1,
125,125,"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,10.5,9.0,12.0,9.0 - 12.0,10.1-19.1,
126,126,"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,8.9,6.9,11.2,6.9 - 11.2,8.8-10.0,
127,127,"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,4.9,3.3,6.9,3.3 - 6.9,4.9-7.1,
128,128,"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.6,7.4,12.1,7.4 - 12.1,8.8-10.0,
129,129,"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,7.5,5.5,9.9,5.5 - 9.9,7.2-8.7,
130,130,"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,13.0,11.0,15.2,11.0 - 15.2,10.1-19.1,
131,131,"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.3,7.9,10.8,7.9 - 10.8,8.8-10.0,
132,132,"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,13.5,10.6,17.0,10.6 - 17.0,10.1-19.1,
133,133,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,5.4,3.8,7.5,3.8 - 7.5,4.9-7.1,
134,134,"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,6.2,4.3,8.6,4.3 - 8.6,4.9-7.1,
135,135,"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,8.2,6.5,10.2,6.5 - 10.2,7.2-8.7,
136,136,"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,6.7,5.5,8.2,5.5 - 8.2,4.9-7.1,
137,137,"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.4,8.0,10.9,8.0 - 10.9,8.8-10.0,
138,138,"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,11.4,8.8,14.5,8.8 - 14.5,10.1-19.1,
139,139,"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,9.3,7.7,11.2,7.7 - 11.2,8.8-10.0,
140,140,"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,10.3,8.8,11.9,8.8 - 11.9,10.1-19.1,
141,141,"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,5.1,3.6,6.9,3.6 - 6.9,4.9-7.1,
142,142,"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,7.2,5.9,8.6,5.9 - 8.6,7.2-8.7,
143,143,"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,5.3,3.8,7.2,3.8 - 7.2,4.9-7.1,
144,144,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,22.4,22.0,22.9,22.0 - 22.9,23.8-25.9,
145,145,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.3,21.5,25.2,21.5 - 25.2,23.8-25.9,
146,146,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.1,22.1,24.1,22.1 - 24.1,23.8-25.9,
147,147,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.6,22.8,24.5,22.8 - 24.5,23.8-25.9,
148,148,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.9,22.8,25.1,22.8 - 25.1,23.8-25.9,
149,149,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.2,20.2,22.2,20.2 - 22.2,23.8-25.9,
150,150,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,19.6,18.1,21.1,18.1 - 21.1,23.8-25.9,
151,151,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,14.8,12.0,17.9,12.0 - 17.9,23.8-25.9,
152,152,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,16.3,15.6,17.1,15.6 - 17.1,23.8-25.9,
153,153,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,28.0,27.3,28.7,27.3 - 28.7,23.8-25.9,
154,154,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,13.9,13.4,14.4,13.4 - 14.4,23.8-25.9,
155,155,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.5,36.5,38.5,36.5 - 38.5,23.8-25.9,
156,156,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,17.2,15.8,18.6,15.8 - 18.6,23.8-25.9,
157,157,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.6,25.0,26.1,25.0 - 26.1,23.8-25.9,
158,158,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,15.6,14.2,17.1,14.2 - 17.1,23.8-25.9,
159,159,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,11.1,9.7,12.5,9.7 - 12.5,23.8-25.9,
160,160,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.0,22.3,27.9,22.3 - 27.9,23.8-25.9,
161,161,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.0,17.3,22.9,17.3 - 22.9,23.8-25.9,
162,162,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.1,19.1,21.2,19.1 - 21.2,23.8-25.9,
163,163,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.5,22.7,24.4,22.7 - 24.4,23.8-25.9,
164,164,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,24.0,23.4,24.6,23.4 - 24.6,23.8-25.9,
165,165,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.2,21.9,28.6,21.9 - 28.6,23.6-25.3,
166,166,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,19.2,16.6,21.9,16.6 - 21.9,17.7-21.7,
167,167,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.2,17.9,22.6,17.9 - 22.6,17.7-21.7,
168,168,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.3,22.0,28.8,22.0 - 28.8,23.6-25.3,
169,169,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.1,18.3,21.9,18.3 - 21.9,17.7-21.7,
170,170,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,22.0,19.7,24.4,19.7 - 24.4,21.8-23.5,
171,171,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.1,19.7,26.8,19.7 - 26.8,21.8-23.5,
172,172,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,24.0,20.5,27.7,20.5 - 27.7,23.6-25.3,
173,173,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,27.6,22.3,33.4,22.3 - 33.4,25.4-28.4,
174,174,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.3,18.6,24.1,18.6 - 24.1,17.7-21.7,
175,175,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,22.8,20.2,25.6,20.2 - 25.6,21.8-23.5,
176,176,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,19.6,16.0,23.6,16.0 - 23.6,17.7-21.7,
177,177,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.2,22.4,28.3,22.4 - 28.3,23.6-25.3,
178,178,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.3,18.0,22.7,18.0 - 22.7,17.7-21.7,
179,179,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.3,22.4,28.3,22.4 - 28.3,23.6-25.3,
180,180,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.0,21.9,28.2,21.9 - 28.2,23.6-25.3,
181,181,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.9,20.4,27.7,20.4 - 27.7,23.6-25.3,
182,182,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,28.4,24.6,32.5,24.6 - 32.5,25.4-28.4,
183,183,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,26.6,23.3,30.1,23.3 - 30.1,25.4-28.4,
184,184,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,28.0,23.8,32.4,23.8 - 32.4,25.4-28.4,
185,185,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.5,18.3,22.8,18.3 - 22.8,17.7-21.7,
186,186,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,24.6,22.6,26.7,22.6 - 26.7,23.6-25.3,
187,187,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.4,20.8,26.2,20.8 - 26.2,21.8-23.5,
188,188,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.7,21.5,26.1,21.5 - 26.1,23.6-25.3,
189,189,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.7,18.2,25.6,18.2 - 25.6,17.7-21.7,
190,190,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.9,23.1,28.9,23.1 - 28.9,25.4-28.4,
191,191,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.9,18.7,25.4,18.7 - 25.4,21.8-23.5,
192,192,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.3,21.6,29.2,21.6 - 29.2,23.6-25.3,
193,193,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,17.7,15.4,20.1,15.4 - 20.1,17.7-21.7,
194,194,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,24.3,20.4,28.5,20.4 - 28.5,23.6-25.3,
195,195,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.8,19.3,24.4,19.3 - 24.4,21.8-23.5,
196,196,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.0,19.9,26.2,19.9 - 26.2,21.8-23.5,
197,197,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.9,19.4,24.5,19.4 - 24.5,21.8-23.5,
198,198,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,22.5,19.8,25.5,19.8 - 25.5,21.8-23.5,
199,199,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.7,16.8,25.2,16.8 - 25.2,17.7-21.7,
200,200,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.6,20.0,27.5,20.0 - 27.5,23.6-25.3,
201,201,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,24.3,21.7,27.0,21.7 - 27.0,23.6-25.3,
202,202,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,28.3,25.5,31.3,25.5 - 31.3,25.4-28.4,
203,203,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.5,22.4,28.8,22.4 - 28.8,25.4-28.4,
204,204,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,25.9,22.2,30.0,22.2 - 30.0,25.4-28.4,
205,205,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,21.9,18.9,25.1,18.9 - 25.1,21.8-23.5,
206,206,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,20.1,16.4,24.2,16.4 - 24.2,17.7-21.7,
